State,Year,Month,Period,Indicator,Data Value
NEBRASKA,2022,April,Monthly,Number of Deaths,1388
NEVADA,2022,April,Monthly,Number of Deaths,2400
NEW HAMPSHIRE,2022,April,Monthly,Number of Deaths,1127
NEW JERSEY,2022,April,Monthly,Number of Deaths,5986
NEW MEXICO,2022,April,Monthly,Number of Deaths,1732
NEW YORK,2022,April,Monthly,Number of Deaths,12973
NORTH CAROLINA,2022,April,Monthly,Number of Deaths,8129
NORTH DAKOTA,2022,April,Monthly,Number of Deaths,497
OHIO,2022,April,Monthly,Number of Deaths,10165
OKLAHOMA,2022,April,Monthly,Number of Deaths,3519
OREGON,2022,April,Monthly,Number of Deaths,3471
PENNSYLVANIA,2022,April,Monthly,Number of Deaths,11009
RHODE ISLAND,2022,April,Monthly,Number of Deaths,805
SOUTH CAROLINA,2022,April,Monthly,Number of Deaths,4428
SOUTH DAKOTA,2022,April,Monthly,Number of Deaths,708
TENNESSEE,2022,April,Monthly,Number of Deaths,6314
TEXAS,2022,April,Monthly,Number of Deaths,17957
UTAH,2022,April,Monthly,Number of Deaths,1725
VERMONT,2022,April,Monthly,Number of Deaths,518
VIRGINIA,2022,April,Monthly,Number of Deaths,6210
WASHINGTON,2022,April,Monthly,Number of Deaths,5334
WEST VIRGINIA,2022,April,Monthly,Number of Deaths,2160
WISCONSIN,2022,April,Monthly,Number of Deaths,4566
WYOMING,2022,April,Monthly,Number of Deaths,483
PUERTO RICO,2022,April,Monthly,Number of Deaths,2644
ALABAMA,2022,May,Monthly,Number of Deaths,4695
ALASKA,2022,May,Monthly,Number of Deaths,445
ARIZONA,2022,May,Monthly,Number of Deaths,5766
ARKANSAS,2022,May,Monthly,Number of Deaths,2980
CALIFORNIA,2022,May,Monthly,Number of Deaths,24087
COLORADO,2022,May,Monthly,Number of Deaths,3766
CONNECTICUT,2022,May,Monthly,Number of Deaths,2817
DELAWARE,2022,May,Monthly,Number of Deaths,895
DISTRICT OF COLUMBIA,2022,May,Monthly,Number of Deaths,431
FLORIDA,2022,May,Monthly,Number of Deaths,18937
GEORGIA,2022,May,Monthly,Number of Deaths,7795
HAWAII,2022,May,Monthly,Number of Deaths,1118
IDAHO,2022,May,Monthly,Number of Deaths,1252
ILLINOIS,2022,May,Monthly,Number of Deaths,9461
INDIANA,2022,May,Monthly,Number of Deaths,5664
IOWA,2022,May,Monthly,Number of Deaths,2671
KANSAS,2022,May,Monthly,Number of Deaths,2433
KENTUCKY,2022,May,Monthly,Number of Deaths,4302
LOUISIANA,2022,May,Monthly,Number of Deaths,4142
MAINE,2022,May,Monthly,Number of Deaths,1378
MARYLAND,2022,May,Monthly,Number of Deaths,4296
MASSACHUSETTS,2022,May,Monthly,Number of Deaths,5151
MICHIGAN,2022,May,Monthly,Number of Deaths,8933
MINNESOTA,2022,May,Monthly,Number of Deaths,4036
MISSISSIPPI,2022,May,Monthly,Number of Deaths,2840
MISSOURI,2022,May,Monthly,Number of Deaths,5569
MONTANA,2022,May,Monthly,Number of Deaths,957
NEBRASKA,2022,May,Monthly,Number of Deaths,1443
NEVADA,2022,May,Monthly,Number of Deaths,2391
NEW HAMPSHIRE,2022,May,Monthly,Number of Deaths,1161
NEW JERSEY,2022,May,Monthly,Number of Deaths,6507
NEW MEXICO,2022,May,Monthly,Number of Deaths,1895
NEW YORK,2022,May,Monthly,Number of Deaths,13809
NORTH CAROLINA,2022,May,Monthly,Number of Deaths,8642
NORTH DAKOTA,2022,May,Monthly,Number of Deaths,581
OHIO,2022,May,Monthly,Number of Deaths,10377
OKLAHOMA,2022,May,Monthly,Number of Deaths,3568
OREGON,2022,May,Monthly,Number of Deaths,3547
PENNSYLVANIA,2022,May,Monthly,Number of Deaths,11299
RHODE ISLAND,2022,May,Monthly,Number of Deaths,862
SOUTH CAROLINA,2022,May,Monthly,Number of Deaths,4662
SOUTH DAKOTA,2022,May,Monthly,Number of Deaths,688
TENNESSEE,2022,May,Monthly,Number of Deaths,6383
TEXAS,2022,May,Monthly,Number of Deaths,18154
UTAH,2022,May,Monthly,Number of Deaths,1734
VERMONT,2022,May,Monthly,Number of Deaths,568
VIRGINIA,2022,May,Monthly,Number of Deaths,6466
WASHINGTON,2022,May,Monthly,Number of Deaths,5491
WEST VIRGINIA,2022,May,Monthly,Number of Deaths,2120
WISCONSIN,2022,May,Monthly,Number of Deaths,4742
WYOMING,2022,May,Monthly,Number of Deaths,476
PUERTO RICO,2022,May,Monthly,Number of Deaths,2878
ALABAMA,2022,June,Monthly,Number of Deaths,4702
ALASKA,2022,June,Monthly,Number of Deaths,484
ARIZONA,2022,June,Monthly,Number of Deaths,5561
ARKANSAS,2022,June,Monthly,Number of Deaths,2922
CALIFORNIA,2022,June,Monthly,Number of Deaths,23801
COLORADO,2022,June,Monthly,Number of Deaths,3669
CONNECTICUT,2022,June,Monthly,Number of Deaths,2579
DELAWARE,2022,June,Monthly,Number of Deaths,813
DISTRICT OF COLUMBIA,2022,June,Monthly,Number of Deaths,425
FLORIDA,2022,June,Monthly,Number of Deaths,18956
GEORGIA,2022,June,Monthly,Number of Deaths,7576
HAWAII,2022,June,Monthly,Number of Deaths,1048
IDAHO,2022,June,Monthly,Number of Deaths,1430
ILLINOIS,2022,June,Monthly,Number of Deaths,9187
INDIANA,2022,June,Monthly,Number of Deaths,5618
IOWA,2022,June,Monthly,Number of Deaths,2654
KANSAS,2022,June,Monthly,Number of Deaths,2295
KENTUCKY,2022,June,Monthly,Number of Deaths,4375
LOUISIANA,2022,June,Monthly,Number of Deaths,3934
MAINE,2022,June,Monthly,Number of Deaths,1396
MARYLAND,2022,June,Monthly,Number of Deaths,4266
MASSACHUSETTS,2022,June,Monthly,Number of Deaths,4792
MICHIGAN,2022,June,Monthly,Number of Deaths,8316
MINNESOTA,2022,June,Monthly,Number of Deaths,3846
MISSISSIPPI,2022,June,Monthly,Number of Deaths,2770
MISSOURI,2022,June,Monthly,Number of Deaths,5436
MONTANA,2022,June,Monthly,Number of Deaths,827
NEBRASKA,2022,June,Monthly,Number of Deaths,1304
NEVADA,2022,June,Monthly,Number of Deaths,2352
NEW HAMPSHIRE,2022,June,Monthly,Number of Deaths,1171
NEW JERSEY,2022,June,Monthly,Number of Deaths,6061
NEW MEXICO,2022,June,Monthly,Number of Deaths,1775
NEW YORK,2022,June,Monthly,Number of Deaths,12862
NORTH CAROLINA,2022,June,Monthly,Number of Deaths,8626
NORTH DAKOTA,2022,June,Monthly,Number of Deaths,534
OHIO,2022,June,Monthly,Number of Deaths,10135
OKLAHOMA,2022,June,Monthly,Number of Deaths,3519
OREGON,2022,June,Monthly,Number of Deaths,3410
PENNSYLVANIA,2022,June,Monthly,Number of Deaths,11000
RHODE ISLAND,2022,June,Monthly,Number of Deaths,804
SOUTH CAROLINA,2022,June,Monthly,Number of Deaths,4618
SOUTH DAKOTA,2022,June,Monthly,Number of Deaths,632
TENNESSEE,2022,June,Monthly,Number of Deaths,6357
TEXAS,2022,June,Monthly,Number of Deaths,18212
UTAH,2022,June,Monthly,Number of Deaths,1806
VERMONT,2022,June,Monthly,Number of Deaths,572
VIRGINIA,2022,June,Monthly,Number of Deaths,6314
WASHINGTON,2022,June,Monthly,Number of Deaths,5346
WEST VIRGINIA,2022,June,Monthly,Number of Deaths,2117
WISCONSIN,2022,June,Monthly,Number of Deaths,4530
WYOMING,2022,June,Monthly,Number of Deaths,459
PUERTO RICO,2022,June,Monthly,Number of Deaths,2795
ALABAMA,2022,July,Monthly,Number of Deaths,4956
ALASKA,2022,July,Monthly,Number of Deaths,508
ARIZONA,2022,July,Monthly,Number of Deaths,6055
ARKANSAS,2022,July,Monthly,Number of Deaths,2991
CALIFORNIA,2022,July,Monthly,Number of Deaths,25202
COLORADO,2022,July,Monthly,Number of Deaths,3713
CONNECTICUT,2022,July,Monthly,Number of Deaths,2681
DELAWARE,2022,July,Monthly,Number of Deaths,905
DISTRICT OF COLUMBIA,2022,July,Monthly,Number of Deaths,439
FLORIDA,2022,July,Monthly,Number of Deaths,19555
GEORGIA,2022,July,Monthly,Number of Deaths,8130
HAWAII,2022,July,Monthly,Number of Deaths,1041
IDAHO,2022,July,Monthly,Number of Deaths,1474
ILLINOIS,2022,July,Monthly,Number of Deaths,9535
INDIANA,2022,July,Monthly,Number of Deaths,5993
IOWA,2022,July,Monthly,Number of Deaths,2638
KANSAS,2022,July,Monthly,Number of Deaths,2414
KENTUCKY,2022,July,Monthly,Number of Deaths,4500
LOUISIANA,2022,July,Monthly,Number of Deaths,4279
MAINE,2022,July,Monthly,Number of Deaths,1331
MARYLAND,2022,July,Monthly,Number of Deaths,4239
MASSACHUSETTS,2022,July,Monthly,Number of Deaths,4998
MICHIGAN,2022,July,Monthly,Number of Deaths,8606
MINNESOTA,2022,July,Monthly,Number of Deaths,3992
MISSISSIPPI,2022,July,Monthly,Number of Deaths,3103
MISSOURI,2022,July,Monthly,Number of Deaths,5649
MONTANA,2022,July,Monthly,Number of Deaths,1024
NEBRASKA,2022,July,Monthly,Number of Deaths,1490
NEVADA,2022,July,Monthly,Number of Deaths,2538
NEW HAMPSHIRE,2022,July,Monthly,Number of Deaths,1165
NEW JERSEY,2022,July,Monthly,Number of Deaths,6340
NEW MEXICO,2022,July,Monthly,Number of Deaths,1792
NEW YORK,2022,July,Monthly,Number of Deaths,13432
NORTH CAROLINA,2022,July,Monthly,Number of Deaths,8855
NORTH DAKOTA,2022,July,Monthly,Number of Deaths,524
OHIO,2022,July,Monthly,Number of Deaths,10673
OKLAHOMA,2022,July,Monthly,Number of Deaths,3829
OREGON,2022,July,Monthly,Number of Deaths,3519
PENNSYLVANIA,2022,July,Monthly,Number of Deaths,11150
RHODE ISLAND,2022,July,Monthly,Number of Deaths,875
SOUTH CAROLINA,2022,July,Monthly,Number of Deaths,4855
SOUTH DAKOTA,2022,July,Monthly,Number of Deaths,763
TENNESSEE,2022,July,Monthly,Number of Deaths,6549
TEXAS,2022,July,Monthly,Number of Deaths,19799
UTAH,2022,July,Monthly,Number of Deaths,1767
VERMONT,2022,July,Monthly,Number of Deaths,571
VIRGINIA,2022,July,Monthly,Number of Deaths,6593
WASHINGTON,2022,July,Monthly,Number of Deaths,5702
WEST VIRGINIA,2022,July,Monthly,Number of Deaths,2186
WISCONSIN,2022,July,Monthly,Number of Deaths,4707
WYOMING,2022,July,Monthly,Number of Deaths,487
PUERTO RICO,2022,July,Monthly,Number of Deaths,2992
ALABAMA,2022,August,Monthly,Number of Deaths,4906
ALASKA,2022,August,Monthly,Number of Deaths,476
ARIZONA,2022,August,Monthly,Number of Deaths,5630
ARKANSAS,2022,August,Monthly,Number of Deaths,2994
CALIFORNIA,2022,August,Monthly,Number of Deaths,25032
COLORADO,2022,August,Monthly,Number of Deaths,3550
CONNECTICUT,2022,August,Monthly,Number of Deaths,2583
DELAWARE,2022,August,Monthly,Number of Deaths,829
DISTRICT OF COLUMBIA,2022,August,Monthly,Number of Deaths,416
FLORIDA,2022,August,Monthly,Number of Deaths,19693
GEORGIA,2022,August,Monthly,Number of Deaths,8157
HAWAII,2022,August,Monthly,Number of Deaths,1096
IDAHO,2022,August,Monthly,Number of Deaths,1414
ILLINOIS,2022,August,Monthly,Number of Deaths,9562
INDIANA,2022,August,Monthly,Number of Deaths,6038
IOWA,2022,August,Monthly,Number of Deaths,2730
KANSAS,2022,August,Monthly,Number of Deaths,2475
KENTUCKY,2022,August,Monthly,Number of Deaths,4494
LOUISIANA,2022,August,Monthly,Number of Deaths,4192
MAINE,2022,August,Monthly,Number of Deaths,1344
MARYLAND,2022,August,Monthly,Number of Deaths,4379
MASSACHUSETTS,2022,August,Monthly,Number of Deaths,5061
MICHIGAN,2022,August,Monthly,Number of Deaths,8679
MINNESOTA,2022,August,Monthly,Number of Deaths,4044
MISSISSIPPI,2022,August,Monthly,Number of Deaths,3004
MISSOURI,2022,August,Monthly,Number of Deaths,5537
MONTANA,2022,August,Monthly,Number of Deaths,947
NEBRASKA,2022,August,Monthly,Number of Deaths,1459
NEVADA,2022,August,Monthly,Number of Deaths,2349
NEW HAMPSHIRE,2022,August,Monthly,Number of Deaths,1201
NEW JERSEY,2022,August,Monthly,Number of Deaths,6224
NEW MEXICO,2022,August,Monthly,Number of Deaths,1770
NEW YORK,2022,August,Monthly,Number of Deaths,13636
NORTH CAROLINA,2022,August,Monthly,Number of Deaths,8947
NORTH DAKOTA,2022,August,Monthly,Number of Deaths,615
OHIO,2022,August,Monthly,Number of Deaths,10718
OKLAHOMA,2022,August,Monthly,Number of Deaths,3693
OREGON,2022,August,Monthly,Number of Deaths,3525
PENNSYLVANIA,2022,August,Monthly,Number of Deaths,11232
RHODE ISLAND,2022,August,Monthly,Number of Deaths,836
SOUTH CAROLINA,2022,August,Monthly,Number of Deaths,4864
SOUTH DAKOTA,2022,August,Monthly,Number of Deaths,696
TENNESSEE,2022,August,Monthly,Number of Deaths,6652
TEXAS,2022,August,Monthly,Number of Deaths,19258
UTAH,2022,August,Monthly,Number of Deaths,1708
VERMONT,2022,August,Monthly,Number of Deaths,533
VIRGINIA,2022,August,Monthly,Number of Deaths,6697
WASHINGTON,2022,August,Monthly,Number of Deaths,5612
WEST VIRGINIA,2022,August,Monthly,Number of Deaths,2166
WISCONSIN,2022,August,Monthly,Number of Deaths,4706
WYOMING,2022,August,Monthly,Number of Deaths,496
PUERTO RICO,2022,August,Monthly,Number of Deaths,3008
ALABAMA,2022,September,Monthly,Number of Deaths,4776
ALASKA,2022,September,Monthly,Number of Deaths,454
ARIZONA,2022,September,Monthly,Number of Deaths,5448
ARKANSAS,2022,September,Monthly,Number of Deaths,2976
CALIFORNIA,2022,September,Monthly,Number of Deaths,24235
COLORADO,2022,September,Monthly,Number of Deaths,3614
CONNECTICUT,2022,September,Monthly,Number of Deaths,2554
DELAWARE,2022,September,Monthly,Number of Deaths,838
DISTRICT OF COLUMBIA,2022,September,Monthly,Number of Deaths,453
FLORIDA,2022,September,Monthly,Number of Deaths,18544
GEORGIA,2022,September,Monthly,Number of Deaths,7905
HAWAII,2022,September,Monthly,Number of Deaths,1058
IDAHO,2022,September,Monthly,Number of Deaths,1307
ILLINOIS,2022,September,Monthly,Number of Deaths,9251
INDIANA,2022,September,Monthly,Number of Deaths,5775
IOWA,2022,September,Monthly,Number of Deaths,2669
KANSAS,2022,September,Monthly,Number of Deaths,2397
KENTUCKY,2022,September,Monthly,Number of Deaths,4261
LOUISIANA,2022,September,Monthly,Number of Deaths,3905
MAINE,2022,September,Monthly,Number of Deaths,1438
MARYLAND,2022,September,Monthly,Number of Deaths,4189
MASSACHUSETTS,2022,September,Monthly,Number of Deaths,4818
MICHIGAN,2022,September,Monthly,Number of Deaths,8560
MINNESOTA,2022,September,Monthly,Number of Deaths,4053
MISSISSIPPI,2022,September,Monthly,Number of Deaths,2819
MISSOURI,2022,September,Monthly,Number of Deaths,5376
MONTANA,2022,September,Monthly,Number of Deaths,980
NEBRASKA,2022,September,Monthly,Number of Deaths,1433
NEVADA,2022,September,Monthly,Number of Deaths,2297
NEW HAMPSHIRE,2022,September,Monthly,Number of Deaths,1109
NEW JERSEY,2022,September,Monthly,Number of Deaths,6270
NEW MEXICO,2022,September,Monthly,Number of Deaths,1709
NEW YORK,2022,September,Monthly,Number of Deaths,13141
NORTH CAROLINA,2022,September,Monthly,Number of Deaths,8781
NORTH DAKOTA,2022,September,Monthly,Number of Deaths,577
OHIO,2022,September,Monthly,Number of Deaths,10380
OKLAHOMA,2022,September,Monthly,Number of Deaths,3635
OREGON,2022,September,Monthly,Number of Deaths,3356
PENNSYLVANIA,2022,September,Monthly,Number of Deaths,10986
RHODE ISLAND,2022,September,Monthly,Number of Deaths,769
SOUTH CAROLINA,2022,September,Monthly,Number of Deaths,4794
SOUTH DAKOTA,2022,September,Monthly,Number of Deaths,693
TENNESSEE,2022,September,Monthly,Number of Deaths,6575
TEXAS,2022,September,Monthly,Number of Deaths,18221
UTAH,2022,September,Monthly,Number of Deaths,1709
VERMONT,2022,September,Monthly,Number of Deaths,515
VIRGINIA,2022,September,Monthly,Number of Deaths,6441
WASHINGTON,2022,September,Monthly,Number of Deaths,5382
WEST VIRGINIA,2022,September,Monthly,Number of Deaths,2044
WISCONSIN,2022,September,Monthly,Number of Deaths,4639
WYOMING,2022,September,Monthly,Number of Deaths,463
PUERTO RICO,2022,September,Monthly,Number of Deaths,2847
ALABAMA,2022,October,Monthly,Number of Deaths,5142
ALASKA,2022,October,Monthly,Number of Deaths,471
ARIZONA,2022,October,Monthly,Number of Deaths,5615
ARKANSAS,2022,October,Monthly,Number of Deaths,3143
CALIFORNIA,2022,October,Monthly,Number of Deaths,23890
COLORADO,2022,October,Monthly,Number of Deaths,3747
CONNECTICUT,2022,October,Monthly,Number of Deaths,2868
DELAWARE,2022,October,Monthly,Number of Deaths,957
DISTRICT OF COLUMBIA,2022,October,Monthly,Number of Deaths,448
FLORIDA,2022,October,Monthly,Number of Deaths,19334
GEORGIA,2022,October,Monthly,Number of Deaths,8340
HAWAII,2022,October,Monthly,Number of Deaths,1078
IDAHO,2022,October,Monthly,Number of Deaths,1400
ILLINOIS,2022,October,Monthly,Number of Deaths,10137
INDIANA,2022,October,Monthly,Number of Deaths,6254
IOWA,2022,October,Monthly,Number of Deaths,2736
KANSAS,2022,October,Monthly,Number of Deaths,2523
KENTUCKY,2022,October,Monthly,Number of Deaths,4626
LOUISIANA,2022,October,Monthly,Number of Deaths,4050
MAINE,2022,October,Monthly,Number of Deaths,1515
MARYLAND,2022,October,Monthly,Number of Deaths,4610
MASSACHUSETTS,2022,October,Monthly,Number of Deaths,5398
MICHIGAN,2022,October,Monthly,Number of Deaths,9094
MINNESOTA,2022,October,Monthly,Number of Deaths,4263
MISSISSIPPI,2022,October,Monthly,Number of Deaths,3063
MISSOURI,2022,October,Monthly,Number of Deaths,5638
MONTANA,2022,October,Monthly,Number of Deaths,942
NEBRASKA,2022,October,Monthly,Number of Deaths,1577
NEVADA,2022,October,Monthly,Number of Deaths,2359
NEW HAMPSHIRE,2022,October,Monthly,Number of Deaths,1228
NEW JERSEY,2022,October,Monthly,Number of Deaths,6649
NEW MEXICO,2022,October,Monthly,Number of Deaths,1768
NEW YORK,2022,October,Monthly,Number of Deaths,14402
NORTH CAROLINA,2022,October,Monthly,Number of Deaths,9188
NORTH DAKOTA,2022,October,Monthly,Number of Deaths,599
OHIO,2022,October,Monthly,Number of Deaths,11174
OKLAHOMA,2022,October,Monthly,Number of Deaths,3673
OREGON,2022,October,Monthly,Number of Deaths,3600
PENNSYLVANIA,2022,October,Monthly,Number of Deaths,12191
RHODE ISLAND,2022,October,Monthly,Number of Deaths,929
SOUTH CAROLINA,2022,October,Monthly,Number of Deaths,5089
SOUTH DAKOTA,2022,October,Monthly,Number of Deaths,766
TENNESSEE,2022,October,Monthly,Number of Deaths,6699
TEXAS,2022,October,Monthly,Number of Deaths,18995
UTAH,2022,October,Monthly,Number of Deaths,1749
VERMONT,2022,October,Monthly,Number of Deaths,574
VIRGINIA,2022,October,Monthly,Number of Deaths,6802
WASHINGTON,2022,October,Monthly,Number of Deaths,5383
WEST VIRGINIA,2022,October,Monthly,Number of Deaths,2157
WISCONSIN,2022,October,Monthly,Number of Deaths,5094
WYOMING,2022,October,Monthly,Number of Deaths,444
PUERTO RICO,2022,October,Monthly,Number of Deaths,2968
ALABAMA,2022,November,Monthly,Number of Deaths,4952
ALASKA,2022,November,Monthly,Number of Deaths,442
ARIZONA,2022,November,Monthly,Number of Deaths,6135
ARKANSAS,2022,November,Monthly,Number of Deaths,3102
CALIFORNIA,2022,November,Monthly,Number of Deaths,25700
COLORADO,2022,November,Monthly,Number of Deaths,3972
CONNECTICUT,2022,November,Monthly,Number of Deaths,2900
DELAWARE,2022,November,Monthly,Number of Deaths,923
DISTRICT OF COLUMBIA,2022,November,Monthly,Number of Deaths,459
FLORIDA,2022,November,Monthly,Number of Deaths,18601
GEORGIA,2022,November,Monthly,Number of Deaths,7920
HAWAII,2022,November,Monthly,Number of Deaths,1072
IDAHO,2022,November,Monthly,Number of Deaths,1444
ILLINOIS,2022,November,Monthly,Number of Deaths,10217
INDIANA,2022,November,Monthly,Number of Deaths,5973
IOWA,2022,November,Monthly,Number of Deaths,2690
KANSAS,2022,November,Monthly,Number of Deaths,2552
KENTUCKY,2022,November,Monthly,Number of Deaths,4812
LOUISIANA,2022,November,Monthly,Number of Deaths,4142
MAINE,2022,November,Monthly,Number of Deaths,1416
MARYLAND,2022,November,Monthly,Number of Deaths,4763
MASSACHUSETTS,2022,November,Monthly,Number of Deaths,5086
MICHIGAN,2022,November,Monthly,Number of Deaths,9156
MINNESOTA,2022,November,Monthly,Number of Deaths,4434
MISSISSIPPI,2022,November,Monthly,Number of Deaths,2996
MISSOURI,2022,November,Monthly,Number of Deaths,5772
MONTANA,2022,November,Monthly,Number of Deaths,968
NEBRASKA,2022,November,Monthly,Number of Deaths,1517
NEVADA,2022,November,Monthly,Number of Deaths,2467
NEW HAMPSHIRE,2022,November,Monthly,Number of Deaths,1244
NEW JERSEY,2022,November,Monthly,Number of Deaths,6654
NEW MEXICO,2022,November,Monthly,Number of Deaths,1844
NEW YORK,2022,November,Monthly,Number of Deaths,14579
NORTH CAROLINA,2022,November,Monthly,Number of Deaths,9125
NORTH DAKOTA,2022,November,Monthly,Number of Deaths,575
OHIO,2022,November,Monthly,Number of Deaths,11378
OKLAHOMA,2022,November,Monthly,Number of Deaths,3769
OREGON,2022,November,Monthly,Number of Deaths,3653
PENNSYLVANIA,2022,November,Monthly,Number of Deaths,11944
RHODE ISLAND,2022,November,Monthly,Number of Deaths,900
SOUTH CAROLINA,2022,November,Monthly,Number of Deaths,5018
SOUTH DAKOTA,2022,November,Monthly,Number of Deaths,735
TENNESSEE,2022,November,Monthly,Number of Deaths,6863
TEXAS,2022,November,Monthly,Number of Deaths,19107
UTAH,2022,November,Monthly,Number of Deaths,1750
VERMONT,2022,November,Monthly,Number of Deaths,596
VIRGINIA,2022,November,Monthly,Number of Deaths,6777
WASHINGTON,2022,November,Monthly,Number of Deaths,5769
WEST VIRGINIA,2022,November,Monthly,Number of Deaths,2283
WISCONSIN,2022,November,Monthly,Number of Deaths,5057
WYOMING,2022,November,Monthly,Number of Deaths,520
PUERTO RICO,2022,November,Monthly,Number of Deaths,2996
ALABAMA,2022,December,Monthly,Number of Deaths,5313
ALASKA,2022,December,Monthly,Number of Deaths,510
ARIZONA,2022,December,Monthly,Number of Deaths,6828
ARKANSAS,2022,December,Monthly,Number of Deaths,3460
CALIFORNIA,2022,December,Monthly,Number of Deaths,29617
COLORADO,2022,December,Monthly,Number of Deaths,4372
CONNECTICUT,2022,December,Monthly,Number of Deaths,3294
DELAWARE,2022,December,Monthly,Number of Deaths,1022
DISTRICT OF COLUMBIA,2022,December,Monthly,Number of Deaths,494
FLORIDA,2022,December,Monthly,Number of Deaths,20511
GEORGIA,2022,December,Monthly,Number of Deaths,8624
HAWAII,2022,December,Monthly,Number of Deaths,1124
IDAHO,2022,December,Monthly,Number of Deaths,1562
ILLINOIS,2022,December,Monthly,Number of Deaths,11283
INDIANA,2022,December,Monthly,Number of Deaths,6971
IOWA,2022,December,Monthly,Number of Deaths,3208
KANSAS,2022,December,Monthly,Number of Deaths,2932
KENTUCKY,2022,December,Monthly,Number of Deaths,5134
LOUISIANA,2022,December,Monthly,Number of Deaths,4054
MAINE,2022,December,Monthly,Number of Deaths,1601
MARYLAND,2022,December,Monthly,Number of Deaths,4995
MASSACHUSETTS,2022,December,Monthly,Number of Deaths,5805
MICHIGAN,2022,December,Monthly,Number of Deaths,10050
MINNESOTA,2022,December,Monthly,Number of Deaths,4701
MISSISSIPPI,2022,December,Monthly,Number of Deaths,3289
MISSOURI,2022,December,Monthly,Number of Deaths,6599
MONTANA,2022,December,Monthly,Number of Deaths,1016
NEBRASKA,2022,December,Monthly,Number of Deaths,1729
NEVADA,2022,December,Monthly,Number of Deaths,2784
NEW HAMPSHIRE,2022,December,Monthly,Number of Deaths,1310
NEW JERSEY,2022,December,Monthly,Number of Deaths,7523
NEW MEXICO,2022,December,Monthly,Number of Deaths,2107
NEW YORK,2022,December,Monthly,Number of Deaths,16396
NORTH CAROLINA,2022,December,Monthly,Number of Deaths,9985
NORTH DAKOTA,2022,December,Monthly,Number of Deaths,649
OHIO,2022,December,Monthly,Number of Deaths,12762
OKLAHOMA,2022,December,Monthly,Number of Deaths,4267
OREGON,2022,December,Monthly,Number of Deaths,4396
PENNSYLVANIA,2022,December,Monthly,Number of Deaths,13442
RHODE ISLAND,2022,December,Monthly,Number of Deaths,969
SOUTH CAROLINA,2022,December,Monthly,Number of Deaths,5507
SOUTH DAKOTA,2022,December,Monthly,Number of Deaths,815
TENNESSEE,2022,December,Monthly,Number of Deaths,7450
TEXAS,2022,December,Monthly,Number of Deaths,21345
UTAH,2022,December,Monthly,Number of Deaths,2039
VERMONT,2022,December,Monthly,Number of Deaths,625
VIRGINIA,2022,December,Monthly,Number of Deaths,7455
WASHINGTON,2022,December,Monthly,Number of Deaths,6692
WEST VIRGINIA,2022,December,Monthly,Number of Deaths,2584
WISCONSIN,2022,December,Monthly,Number of Deaths,5589
WYOMING,2022,December,Monthly,Number of Deaths,503
PUERTO RICO,2022,December,Monthly,Number of Deaths,3217
ALABAMA,2021,January,Monthly,Number of Live Births,4545
ALASKA,2021,January,Monthly,Number of Live Births,748
ARIZONA,2021,January,Monthly,Number of Live Births,6121
ARKANSAS,2021,January,Monthly,Number of Live Births,2860
CALIFORNIA,2021,January,Monthly,Number of Live Births,31905
COLORADO,2021,January,Monthly,Number of Live Births,4659
CONNECTICUT,2021,January,Monthly,Number of Live Births,2420
DELAWARE,2021,January,Monthly,Number of Live Births,742
DISTRICT OF COLUMBIA,2021,January,Monthly,Number of Live Births,662
FLORIDA,2021,January,Monthly,Number of Live Births,16538
GEORGIA,2021,January,Monthly,Number of Live Births,9677
HAWAII,2021,January,Monthly,Number of Live Births,1203
IDAHO,2021,January,Monthly,Number of Live Births,1684
ILLINOIS,2021,January,Monthly,Number of Live Births,9757
INDIANA,2021,January,Monthly,Number of Live Births,6156
IOWA,2021,January,Monthly,Number of Live Births,2835
KANSAS,2021,January,Monthly,Number of Live Births,2610
KENTUCKY,2021,January,Monthly,Number of Live Births,4099
LOUISIANA,2021,January,Monthly,Number of Live Births,4687
MAINE,2021,January,Monthly,Number of Live Births,882
MARYLAND,2021,January,Monthly,Number of Live Births,5183
MASSACHUSETTS,2021,January,Monthly,Number of Live Births,4900
MICHIGAN,2021,January,Monthly,Number of Live Births,7707
MINNESOTA,2021,January,Monthly,Number of Live Births,4656
MISSISSIPPI,2021,January,Monthly,Number of Live Births,2723
MISSOURI,2021,January,Monthly,Number of Live Births,5426
MONTANA,2021,January,Monthly,Number of Live Births,838
NEBRASKA,2021,January,Monthly,Number of Live Births,1802
NEVADA,2021,January,Monthly,Number of Live Births,2536
NEW HAMPSHIRE,2021,January,Monthly,Number of Live Births,868
NEW JERSEY,2021,January,Monthly,Number of Live Births,7189
NEW MEXICO,2021,January,Monthly,Number of Live Births,1652
NEW YORK,2021,January,Monthly,Number of Live Births,15206
NORTH CAROLINA,2021,January,Monthly,Number of Live Births,9270
NORTH DAKOTA,2021,January,Monthly,Number of Live Births,781
OHIO,2021,January,Monthly,Number of Live Births,9876
OKLAHOMA,2021,January,Monthly,Number of Live Births,3735
OREGON,2021,January,Monthly,Number of Live Births,3122
PENNSYLVANIA,2021,January,Monthly,Number of Live Births,10068
RHODE ISLAND,2021,January,Monthly,Number of Live Births,723
SOUTH CAROLINA,2021,January,Monthly,Number of Live Births,4563
SOUTH DAKOTA,2021,January,Monthly,Number of Live Births,896
